Mes,SemanaDelMes,DiaDeLaSemana,MarcaVehiculo,AreaAccidente,DiaReclamo,MesReclamo,SemanaReclamo,Genero,EstadoCivil,Edad,Culpa,TipoPoliza,CategoriaVehiculo,PrecioVehiculo,FraudeDetectado,NumeroPoliza,NumeroRepresentante,Deducible,CalificacionConductor,DiasPolizaAccidente,DiasPolizaReclamo,NumeroReclamosAnteriores,EdadVehiculo,EdadAsegurado,ReportePolicial,TestigoPresente,TipoAgente,NumeroSuplementos,CambioDireccionReclamo,NumeroVehiculos,Año,PolizaBase
Mayo,2.0,Jueves,Toyota,Urbano,Tuesday,May,3.0,Femenino,Soltero,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13243,8,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,Sí,No,External,none,no change,1 vehicle,1996.0,Collision
Junio,5.0,Viernes,Mazda,Urbano,Wednesday,Jul,1.0,Masculino,Soltero,27.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13248,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996.0,Collision
Abril,3.0,Viernes,Chevrolet,Rural,Monday,Apr,3.0,Masculino,Soltero,27.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13249,6,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Septiembre,4.0,Martes,Chevrolet,Urbano,Tuesday,Oct,1.0,Masculino,Casado,43.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13255,9,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Septiembre,1.0,Jueves,Toyota,Rural,Friday,Sep,1.0,Masculino,Soltero,31.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13256,15,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Junio,2.0,Domingo,Toyota,Urbano,Monday,Jun,2.0,Masculino,Casado,36.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13263,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Noviembre,3.0,Miércoles,Mazda,Urbano,Thursday,Nov,3.0,Masculino,Casado,51.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13269,4,700,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Octubre,3.0,Martes,VW,Urbano,Wednesday,Oct,3.0,Masculino,Casado,53.0,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,13272,2,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Liability
Abril,1.0,Domingo,Honda,Urbano,Tuesday,Apr,1.0,Masculino,Casado,37.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13274,9,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Mayo,4.0,Lunes,Mazda,Urbano,Monday,May,4.0,Masculino,Soltero,43.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13283,8,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Abril,3.0,Domingo,Pontiac,Urbano,Monday,Apr,3.0,Masculino,Casado,26.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13285,3,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,3 to 4,1996.0,Collision
Noviembre,1.0,Viernes,Mazda,Urbano,Friday,Nov,2.0,Masculino,Soltero,30.0,Third Party,Sedan - Collision,Sedan,more than 69000,0,13293,4,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Agosto,5.0,Lunes,Honda,Urbano,Tuesday,Aug,5.0,Femenino,Casado,38.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13300,4,400,2,more than 30,more than 30,none,3 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Diciembre,1.0,Lunes,Pontiac,Urbano,Thursday,Dec,2.0,Masculino,Casado,46.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13308,13,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,Collision
Septiembre,4.0,Viernes,Chevrolet,Urbano,Monday,Sep,4.0,Masculino,Casado,49.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13310,4,400,1,more than 30,more than 30,none,7 years,41 to 50,Sí,No,Internal,none,no change,1 vehicle,1996.0,Collision
Agosto,5.0,Miércoles,Mazda,Urbano,Wednesday,Sep,2.0,Masculino,Casado,63.0,Third Party,Sedan - Liability,Sport,less than 20000,0,13317,7,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Julio,1.0,Martes,Pontiac,Urbano,Tuesday,Jul,2.0,Femenino,Casado,60.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13318,8,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996.0,Collision
Enero,1.0,Domingo,Mazda,Urbano,Tuesday,Jan,1.0,Masculino,Casado,54.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,13321,13,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Collision
Julio,1.0,Miércoles,Toyota,Urbano,Thursday,Jul,2.0,Masculino,Casado,33.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13323,14,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Septiembre,3.0,Sábado,Dodge,Urbano,Wednesday,Sep,4.0,Masculino,Soltero,35.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13331,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Junio,2.0,Miércoles,Toyota,Urbano,Wednesday,Jun,2.0,Masculino,Soltero,38.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13332,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Noviembre,3.0,Martes,Mazda,Urbano,Wednesday,Nov,3.0,Femenino,Soltero,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13335,8,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Marzo,2.0,Martes,Pontiac,Urbano,Friday,Mar,2.0,Masculino,Casado,50.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13339,10,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Febrero,2.0,Lunes,Pontiac,Urbano,Thursday,Feb,2.0,Masculino,Casado,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13340,14,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Mayo,3.0,Martes,Pontiac,Urbano,Tuesday,May,3.0,Masculino,Casado,51.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13345,1,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Mayo,4.0,Sábado,VW,Urbano,Monday,May,5.0,Masculino,Casado,38.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13346,7,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Septiembre,5.0,Sábado,Honda,Urbano,Wednesday,Oct,3.0,Femenino,Casado,45.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,13348,6,400,2,none,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Collision
Octubre,1.0,Domingo,Honda,Rural,Friday,Oct,1.0,Masculino,Casado,56.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13357,11,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996.0,All Perils
Julio,1.0,Jueves,Mazda,Urbano,Tuesday,Jul,2.0,Masculino,Casado,23.0,Third Party,Sport - Collision,Sport,more than 69000,0,13358,1,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Septiembre,5.0,Sábado,Pontiac,Urbano,Wednesday,Oct,1.0,Masculino,Soltero,24.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13359,10,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1996.0,All Perils
Julio,1.0,Jueves,Honda,Urbano,Thursday,Jul,1.0,Masculino,Soltero,46.0,Policy Holder,Sport - Collision,Sport,more than 69000,1,13361,11,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Collision
Enero,1.0,Lunes,Honda,Urbano,Thursday,Jan,3.0,Masculino,Casado,35.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13367,14,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1996.0,Liability
Septiembre,1.0,Sábado,Honda,Urbano,Tuesday,Sep,1.0,Masculino,Soltero,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13371,16,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Julio,4.0,Viernes,Pontiac,Urbano,Monday,Aug,1.0,Masculino,Casado,54.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,13372,12,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Octubre,5.0,Sábado,Pontiac,Urbano,Monday,Oct,5.0,Femenino,Soltero,42.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13383,12,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Abril,3.0,Viernes,Honda,Urbano,Monday,Apr,4.0,Masculino,Soltero,43.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13385,7,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Septiembre,4.0,Jueves,Toyota,Urbano,Thursday,Sep,4.0,Masculino,Soltero,52.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13390,4,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Abril,5.0,Domingo,Pontiac,Urbano,Monday,May,4.0,Masculino,Casado,48.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13393,1,700,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Junio,4.0,Lunes,Pontiac,Urbano,Tuesday,Jun,4.0,Masculino,Casado,39.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13394,15,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Junio,4.0,Sábado,Chevrolet,Urbano,Tuesday,Jun,4.0,Masculino,Casado,62.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13395,7,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Agosto,3.0,Sábado,Mercury,Urbano,Tuesday,Aug,4.0,Masculino,Casado,75.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13397,10,400,3,more than 30,more than 30,1,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996.0,All Perils
Noviembre,3.0,Martes,Toyota,Urbano,Wednesday,Nov,3.0,Masculino,Casado,42.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13398,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Julio,2.0,Sábado,Honda,Urbano,Monday,Jul,2.0,Masculino,Soltero,43.0,Third Party,Sport - Collision,Sport,more than 69000,0,13404,1,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Collision
Septiembre,2.0,Sábado,Pontiac,Urbano,Wednesday,Sep,4.0,Femenino,Casado,62.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,13407,6,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Octubre,2.0,Miércoles,Mazda,Urbano,Thursday,Oct,2.0,Masculino,Casado,30.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13409,10,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Octubre,2.0,Miércoles,Chevrolet,Rural,Wednesday,Dec,5.0,Masculino,Casado,28.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,13418,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996.0,All Perils
Septiembre,4.0,Lunes,Honda,Urbano,Monday,Sep,4.0,Masculino,Soltero,0.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,13420,7,400,3,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1996.0,All Perils
Octubre,4.0,Miércoles,Pontiac,Urbano,Wednesday,Dec,2.0,Masculino,Casado,40.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13430,1,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Collision
Junio,5.0,Jueves,Saturn,Urbano,Thursday,Jul,1.0,Masculino,Casado,38.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13436,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996.0,Collision
Agosto,2.0,Sábado,Toyota,Urbano,Tuesday,Aug,3.0,Masculino,Casado,70.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13443,10,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996.0,All Perils
Junio,2.0,Lunes,Chevrolet,Urbano,Friday,Jun,3.0,Masculino,Casado,52.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13450,3,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Junio,2.0,Viernes,Pontiac,Urbano,Friday,Jun,2.0,Masculino,Casado,43.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13453,14,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Junio,3.0,Jueves,Mazda,Urbano,Monday,Jul,3.0,Masculino,Casado,33.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13457,12,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Mayo,5.0,Lunes,Pontiac,Urbano,Friday,Jun,1.0,Femenino,Casado,26.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13458,3,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Enero,3.0,Lunes,Toyota,Urbano,Tuesday,Jan,5.0,Masculino,Casado,43.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13463,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Noviembre,5.0,Miércoles,Pontiac,Urbano,Friday,Dec,1.0,Masculino,Casado,44.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13468,11,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Julio,2.0,Miércoles,Honda,Urbano,Tuesday,Jul,4.0,Masculino,Soltero,27.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13477,16,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Junio,1.0,Sábado,Dodge,Urbano,Tuesday,Jun,1.0,Femenino,Casado,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13487,16,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Enero,5.0,Martes,Pontiac,Urbano,Thursday,Feb,1.0,Masculino,Soltero,37.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13491,5,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Enero,1.0,Domingo,Pontiac,Urbano,Friday,Jan,3.0,Femenino,Soltero,34.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13495,11,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Septiembre,3.0,Miércoles,Chevrolet,Urbano,Tuesday,Sep,4.0,Masculino,Casado,65.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13499,1,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Febrero,1.0,Jueves,Mazda,Urbano,Friday,Feb,1.0,Masculino,Casado,48.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13501,2,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Noviembre,4.0,Lunes,VW,Urbano,Wednesday,Nov,4.0,Femenino,Soltero,41.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13502,13,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Julio,5.0,Viernes,Chevrolet,Urbano,Friday,Aug,2.0,Femenino,Casado,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13507,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Mayo,1.0,Martes,Pontiac,Urbano,Thursday,May,1.0,Femenino,Soltero,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13509,13,400,2,more than 30,more than 30,1,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Abril,4.0,Lunes,Honda,Rural,Monday,Apr,4.0,Femenino,Soltero,22.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13510,10,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Mayo,1.0,Jueves,Pontiac,Urbano,Friday,May,1.0,Femenino,Casado,65.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13515,13,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996.0,Liability
Febrero,3.0,Martes,Toyota,Urbano,Wednesday,Feb,3.0,Masculino,Casado,33.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13517,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Enero,2.0,Martes,Pontiac,Urbano,Thursday,Jan,2.0,Masculino,Casado,47.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13519,12,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Junio,2.0,Jueves,Chevrolet,Urbano,Thursday,Jun,2.0,Masculino,Casado,26.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13526,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Enero,5.0,Lunes,Mazda,Urbano,Monday,Jan,5.0,Masculino,Soltero,30.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13531,9,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1996.0,Collision
Junio,2.0,Miércoles,Chevrolet,Urbano,Thursday,Jun,2.0,Masculino,Soltero,59.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13532,4,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996.0,All Perils
Enero,5.0,Sábado,Honda,Urbano,Friday,Feb,1.0,Masculino,Casado,52.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13537,10,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,All Perils
Enero,4.0,Jueves,Toyota,Urbano,Thursday,Feb,2.0,Masculino,Casado,58.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13539,2,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Julio,3.0,Sábado,Mazda,Rural,Monday,Jul,4.0,Femenino,Casado,41.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13542,1,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Collision
Julio,3.0,Lunes,Toyota,Urbano,Wednesday,Jul,3.0,Masculino,Soltero,42.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13548,11,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Julio,1.0,Viernes,Mazda,Urbano,Monday,Jul,1.0,Masculino,Casado,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13549,6,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Febrero,1.0,Jueves,Mazda,Urbano,Wednesday,Feb,3.0,Masculino,Casado,43.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13550,1,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Marzo,3.0,Domingo,Ford,Urbano,Monday,Mar,5.0,Masculino,Casado,40.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13559,8,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Marzo,1.0,Sábado,Accura,Urbano,Monday,Mar,2.0,Masculino,Soltero,55.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13560,1,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,1 year,1 vehicle,1996.0,Collision
Febrero,2.0,Martes,Mazda,Urbano,Thursday,Feb,3.0,Masculino,Casado,29.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13562,1,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,5 to 8,1996.0,Collision
Enero,2.0,Sábado,Pontiac,Urbano,Thursday,Jan,3.0,Masculino,Casado,26.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13569,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Julio,4.0,Lunes,Accura,Rural,Thursday,Aug,1.0,Masculino,Casado,40.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13573,15,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Marzo,3.0,Viernes,Accura,Urbano,Friday,Mar,4.0,Masculino,Casado,51.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13575,11,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Collision
